,,
,,
,,
Nombre de la vivienda,Pueblo Majorero,
Dirección,"Av. Angel Jove, 118, Caleta de Fuste, apt 84",
Link maps,https://maps.app.goo.gl/YriYaBzgDp3cEkeJ7,
Link video,https://www.youtube.com/watch?v=JrjryFAMxIQ,
Codigo Caja,2992,
Piscina,n/a,
Como llegar,,
,Taxi (aproximado),20eur
,Te podemos llevar (max 2 personas),n/a
,Bus,n/a
Link Normas,https://maavsl.github.io/WEB1/reglas.html,
telefono,00 34 688 91 07 40,
Fotos,n/a,
Parking,n/a,
Basura,https://maps.app.goo.gl/bVXySpB72fJcVXaZ9,
Supermercados,https://maps.app.goo.gl/Fk7TF4w57ecD1A3s8,
Playas y Actividades,https://visitfuerte.my.canva.site/mapa,
Restaurantes,https://maavsl.github.io/WEB1/restaurantes.html,
Fuerte en 7 dias,https://maavsl.github.io/WEB1/7dias.html,
