,,
,,
,,
Nombre de la vivienda,Artemy 71,
Dirección,"Calle Artemy, 23. Caleta de fuste, apt 71",
Link maps,https://maps.app.goo.gl/aRvRhzYQreneaDNW6,
Link video,https://youtu.be/2q0sEHPCq5I,
Codigo Caja,2468,
Piscina,https://www.youtube.com/watch?v=k_Y9NKR9Ngs,
Como llegar,,
,Taxi,(aprox) 25eur
,Te podemos llevar (max 2 personas),n/a
,Bus,n/a
Link Normas,https://maavsl.github.io/WEB1/reglas.html,
telefono,00 34 688 91 07 40,
Fotos,n/a,
Parking,n/a,
Basura,https://maps.app.goo.gl/wLrudbEsinRcRS4U7,
Supermercados,https://maps.app.goo.gl/j7JAcNBFE49ddSfVA,
Playas y Actividades,https://visitfuerte.my.canva.site/mapa,
Restaurantes,https://maavsl.github.io/WEB1/restaurantes.html,
Fuerte en 7 dias,https://maavsl.github.io/WEB1/7dias.html,
